Animal ID,Name_Intake,DateTime_Intake,MonthYear_Intake,Found Location,Intake Type,Intake Condition,Animal Type_Intake,Sex upon Intake,Age upon Intake,Breed_Intake,Color_Intake,Name_Outcome,DateTime_Outcome,MonthYear_Outcome,Date of Birth,Animal Type_Outcome,Sex upon Outcome,Age upon Outcome,Breed_Outcome,Color_Outcome,binary_outcome
A671431,*Tina,01/24/2014 11:27:00 AM,01/24/2014 11:27:00 AM,2210 E 9Th St Unit C in Austin (TX),Owner Surrender,Normal,Dog,Intact Female,1 year,Chihuahua Shorthair Mix,White/Chocolate,*Tina,03/08/2014 05:42:00 PM,03/08/2014 05:42:00 PM,01/24/2013,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,White/Chocolate,0.0
A801137,*Camille,07/31/2019 03:47:00 PM,07/31/2019 03:47:00 PM,10128 Milla Circle in Austin (TX),Stray,Normal,Cat,Intact Female,1 year,Domestic Medium Hair,White/Black,*Camille,08/31/2019 10:58:00 AM,08/31/2019 10:58:00 AM,01/31/2018,Cat,Intact Female,1 year,Domestic Medium Hair,White/Black,0.0
A696130,Chikis,01/20/2020 01:53:00 PM,01/20/2020 01:53:00 PM,Bolm Rd And Shady Ln in Austin (TX),Stray,Normal,Dog,Spayed Female,6 years,Dachshund Mix,Tan,Chikis,01/22/2020 03:09:00 PM,01/22/2020 03:09:00 PM,01/30/2013,Dog,Spayed Female,6 years,Dachshund Mix,Tan,0.0
A759786,*Sally,10/07/2017 02:05:00 PM,10/07/2017 02:05:00 PM,Walton And Bolm Road in Austin (TX),Stray,Injured,Cat,Intact Female,1 year,Domestic Shorthair Mix,Orange Tabby,*Sally,03/30/2018 07:07:00 AM,03/30/2018 07:07:00 AM,10/07/2016,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Orange Tabby,0.0
A696709,Goldie,02/10/2015 01:22:00 PM,02/10/2015 01:22:00 PM,1114 Lost Creek Blvd in Austin (TX),Stray,Normal,Dog,Intact Female,10 months,Australian Kelpie Mix,Tan,Goldie,02/14/2015 05:13:00 PM,02/14/2015 05:13:00 PM,04/10/2014,Dog,Spayed Female,10 months,Australian Kelpie Mix,Tan,0.0
A673113,Lizzie,02/19/2014 01:51:00 PM,02/19/2014 01:51:00 PM,Travis (TX),Public Assist,Normal,Dog,Intact Female,5 years,Maltese,White,Lizzie,03/16/2014 01:47:00 PM,03/16/2014 01:47:00 PM,02/19/2009,Dog,Spayed Female,5 years,Maltese,White,0.0
A729594,*Gerald,06/20/2016 06:57:00 PM,06/20/2016 06:57:00 PM,1913 Golden Sunrise Ln in Travis (TX),Stray,Normal,Dog,Intact Male,5 years,Chihuahua Shorthair Mix,Tan/White,*Gerald,06/26/2016 03:57:00 PM,06/26/2016 03:57:00 PM,06/20/2011,Dog,Neutered Male,5 years,Chihuahua Shorthair Mix,Tan/White,0.0
A763354,Niko,12/08/2017 12:17:00 PM,12/08/2017 12:17:00 PM,7900 San Felipe Boulevard in Austin (TX),Stray,Normal,Cat,Intact Male,2 years,Domestic Shorthair Mix,Orange Tabby,Niko,12/09/2017 11:20:00 AM,12/09/2017 11:20:00 AM,12/08/2015,Cat,Intact Male,2 years,Domestic Shorthair Mix,Orange Tabby,0.0
A669304,Rico Suave,12/18/2013 12:11:00 PM,12/18/2013 12:11:00 PM,9503 Castlewood Dr in Austin (TX),Wildlife,Injured,Other,Unknown,2 years,Squirrel Mix,Brown,Rico Suave,12/18/2013 12:32:00 PM,12/18/2013 12:32:00 PM,12/18/2011,Other,Unknown,2 years,Squirrel Mix,Brown,1.0
A766336,Brewster,04/01/2018 12:24:00 PM,04/01/2018 12:24:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,1 year,Labrador Retriever Mix,Brown,Brewster,04/18/2018 02:16:00 PM,04/18/2018 02:16:00 PM,02/07/2017,Dog,Neutered Male,1 year,Labrador Retriever Mix,Brown,0.0
A682911,*Kit,07/04/2014 04:21:00 PM,07/04/2014 04:21:00 PM,903 Riddlewood in Austin (TX),Stray,Normal,Cat,Intact Female,6 days,Snowshoe Mix,Chocolate Point,*Kit,10/19/2014 05:52:00 PM,10/19/2014 05:52:00 PM,06/28/2014,Cat,Spayed Female,3 months,Snowshoe Mix,Chocolate Point,0.0
A769619,Miley,04/07/2018 01:18:00 PM,04/07/2018 01:18:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,11 years,Shih Tzu,Black/White,Miley,04/08/2018 03:07:00 PM,04/08/2018 03:07:00 PM,04/07/2007,Dog,Intact Female,11 years,Shih Tzu,Black/White,0.0
A757471,*Rafael,09/03/2017 10:32:00 AM,09/03/2017 10:32:00 AM,6105 Saddler Ln in Austin (TX),Owner Surrender,Normal,Cat,Intact Male,4 months,Domestic Shorthair Mix,Brown Tabby,*Rafael,09/20/2017 04:34:00 PM,09/20/2017 04:34:00 PM,04/18/2017,Cat,Neutered Male,5 months,Domestic Shorthair Mix,Brown Tabby,0.0
A706891,,07/04/2015 04:43:00 PM,07/04/2015 04:43:00 PM,Austin (TX),Stray,Normal,Dog,Unknown,2 months,Labrador Retriever Mix,Black/White,,07/05/2015 09:07:00 AM,07/05/2015 09:07:00 AM,04/04/2015,Dog,Unknown,3 months,Labrador Retriever Mix,Black/White,1.0
A685509,,08/08/2014 12:46:00 PM,08/08/2014 12:46:00 PM,1512 Koenig Ln in Austin (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,White/Orange Tabby,,08/08/2014 06:20:00 PM,08/08/2014 06:20:00 PM,07/17/2014,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,White/Orange Tabby,0.0
A725273,*Luna,04/27/2016 03:03:00 PM,04/27/2016 03:03:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,3 years,Domestic Shorthair Mix,Brown Tabby,*Luna,05/09/2016 01:28:00 PM,05/09/2016 01:28:00 PM,04/27/2013,Cat,Spayed Female,3 years,Domestic Shorthair Mix,Brown Tabby,0.0
A760265,*Nibbler,10/15/2017 02:04:00 PM,10/15/2017 02:04:00 PM,408 East Wonsley Dr in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby,*Nibbler,10/26/2017 05:29:00 PM,10/26/2017 05:29:00 PM,08/15/2017,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby,0.0
A782762,Buddy,10/20/2018 03:40:00 PM,10/20/2018 03:40:00 PM,Pflugerville (TX),Owner Surrender,Normal,Dog,Neutered Male,1 year,Australian Cattle Dog Mix,Black/Tricolor,Buddy,01/05/2019 01:51:00 PM,01/05/2019 01:51:00 PM,10/20/2017,Dog,Neutered Male,1 year,Australian Cattle Dog Mix,Black/Tricolor,0.0
A796761,Gingko,06/07/2019 06:38:00 PM,06/07/2019 06:38:00 PM,Pflugerville (TX),Public Assist,Normal,Cat,Neutered Male,4 years,Domestic Shorthair,White/Orange Tabby,Gingko,06/13/2019 12:23:00 PM,06/13/2019 12:23:00 PM,06/05/2015,Cat,Neutered Male,4 years,Domestic Shorthair,White/Orange Tabby,0.0
A772354,Hazel,05/18/2018 12:04:00 PM,05/18/2018 12:04:00 PM,4601 Avenue H in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Blue/White,Hazel,07/01/2018 01:35:00 PM,07/01/2018 01:35:00 PM,03/18/2018,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Blue/White,0.0
A755651,,08/06/2017 04:31:00 PM,08/06/2017 04:31:00 PM,12205 Paloma Blanca in Austin (TX),Stray,Normal,Dog,Intact Male,1 month,Chihuahua Shorthair Mix,Brown,,08/12/2017 12:05:00 PM,08/12/2017 12:05:00 PM,06/06/2017,Dog,Neutered Male,2 months,Chihuahua Shorthair Mix,Brown,0.0
A773864,Canela,06/06/2018 03:50:00 PM,06/06/2018 03:50:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,11 months,Dachshund Wirehair/Yorkshire Terrier,Brown,Canela,06/10/2018 06:14:00 PM,06/10/2018 06:14:00 PM,06/12/2017,Dog,Spayed Female,11 months,Dachshund Wirehair/Yorkshire Terrier,Brown,0.0
A791595,,03/28/2019 12:38:00 PM,03/28/2019 12:38:00 PM,1500 Faro Dr in Austin (TX),Stray,Normal,Dog,Intact Female,8 months,Chihuahua Shorthair Mix,Tan/Black,,04/01/2019 05:25:00 PM,04/01/2019 05:25:00 PM,07/01/2018,Dog,Spayed Female,9 months,Chihuahua Shorthair Mix,Tan/Black,0.0
A715582,Marlee,11/06/2015 12:21:00 PM,11/06/2015 12:21:00 PM,6601 Manchaca in Austin (TX),Stray,Normal,Dog,Spayed Female,1 year,Labrador Retriever Mix,Blue,Marlee,11/10/2015 12:28:00 PM,11/10/2015 12:28:00 PM,05/06/2014,Dog,Spayed Female,1 year,Labrador Retriever Mix,Blue,0.0
A762139,Holly,11/15/2017 11:42:00 AM,11/15/2017 11:42:00 AM,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,5 years,Domestic Shorthair Mix,Torbie,Holly,01/04/2018 06:04:00 PM,01/04/2018 06:04:00 PM,11/15/2012,Cat,Spayed Female,5 years,Domestic Shorthair Mix,Torbie,0.0
A782805,Gizmo,10/21/2018 12:27:00 PM,10/21/2018 12:27:00 PM,700 North Railroad Avenue in Pflugerville (TX),Stray,Normal,Dog,Neutered Male,2 years,Pekingese,Tan/Black,Gizmo,10/26/2018 02:45:00 PM,10/26/2018 02:45:00 PM,10/21/2016,Dog,Neutered Male,2 years,Pekingese,Tan/Black,0.0
A357846,Happy,03/17/2016 02:09:00 PM,03/17/2016 02:09:00 PM,Pegram And Shoal Creek in Austin (TX),Stray,Normal,Dog,Neutered Male,11 years,Great Pyrenees Mix,Black/White,Happy,03/17/2016 06:32:00 PM,03/17/2016 06:32:00 PM,04/06/2004,Dog,Neutered Male,11 years,Great Pyrenees Mix,Black/White,0.0
A802859,,08/24/2019 08:42:00 AM,08/24/2019 08:42:00 AM,12904 Fm 969 in Austin (TX),Stray,Injured,Dog,Intact Male,2 years,Pit Bull,Brown/White,,08/27/2019 11:22:00 AM,08/27/2019 11:22:00 AM,08/24/2017,Dog,Intact Male,2 years,Pit Bull,Brown/White,0.0
A776287,Copper,07/11/2018 12:15:00 PM,07/11/2018 12:15:00 PM,8101 Salt Spring Drive in Austin (TX),Stray,Normal,Dog,Neutered Male,4 years,Chihuahua Shorthair Mix,Chocolate/Tan,Copper,07/13/2018 05:11:00 PM,07/13/2018 05:11:00 PM,07/11/2014,Dog,Neutered Male,4 years,Chihuahua Shorthair Mix,Chocolate/Tan,0.0
A805714,Jenny,10/01/2019 11:17:00 AM,10/01/2019 11:17:00 AM,Manor (TX),Owner Surrender,Normal,Dog,Intact Female,1 year,Labrador Retriever,Red/White,Jenny,10/04/2019 06:18:00 PM,10/04/2019 06:18:00 PM,04/01/2018,Dog,Spayed Female,1 year,Labrador Retriever,Red/White,0.0
A774941,*Washington,06/22/2018 11:20:00 AM,06/22/2018 11:20:00 AM,Ross Road And Pearce Lane in Travis (TX),Stray,Normal,Dog,Intact Male,2 years,Pit Bull Mix,Black,*Washington,07/30/2018 04:38:00 PM,07/30/2018 04:38:00 PM,06/22/2016,Dog,Neutered Male,2 years,Pit Bull Mix,Black,0.0
A806021,Zeus,10/05/2019 09:10:00 AM,10/05/2019 09:10:00 AM,12708 Waynespur in Travis (TX),Stray,Normal,Dog,Neutered Male,4 years,Pit Bull,Brown/White,Zeus,10/07/2019 01:27:00 PM,10/07/2019 01:27:00 PM,10/06/2015,Dog,Neutered Male,4 years,Pit Bull,Brown/White,0.0
A733746,Hera,08/26/2016 02:35:00 PM,08/26/2016 02:35:00 PM,1156 Cesar Chavez in Austin (TX),Stray,Nursing,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Blue Tabby,Hera,09/29/2016 12:07:00 PM,09/29/2016 12:07:00 PM,07/26/2016,Cat,Intact Female,2 months,Domestic Shorthair Mix,Blue Tabby,0.0
A723323,Mitzie,03/29/2016 06:27:00 PM,03/29/2016 06:27:00 PM,10801 Old Manchaca in Austin (TX),Stray,Normal,Dog,Spayed Female,12 years,Miniature Schnauzer Mix,Black/Gray,Mitzie,03/31/2016 06:42:00 PM,03/31/2016 06:42:00 PM,03/31/2004,Dog,Spayed Female,12 years,Miniature Schnauzer Mix,Black/Gray,0.0
A724425,*Penny,04/17/2016 11:10:00 AM,04/17/2016 11:10:00 AM,Austin (TX),Public Assist,Normal,Dog,Intact Female,6 months,Dachshund/Pit Bull,Brown Brindle,*Penny,04/25/2016 02:35:00 PM,04/25/2016 02:35:00 PM,10/17/2015,Dog,Intact Female,6 months,Dachshund/Pit Bull,Brown Brindle,0.0
A715235,,11/02/2015 01:29:00 PM,11/02/2015 01:29:00 PM,2104 E Anderson Ln in Austin (TX),Stray,Normal,Cat,Neutered Male,1 year,Siamese Mix,Lynx Point,,11/02/2015 03:19:00 PM,11/02/2015 03:19:00 PM,05/02/2014,Cat,Neutered Male,1 year,Siamese Mix,Lynx Point,1.0
A757685,Buddy,09/05/2017 11:07:00 AM,09/05/2017 11:07:00 AM,8546 Adirondack Tr in Austin (TX),Stray,Normal,Dog,Neutered Male,16 years,American Eskimo Mix,White,Buddy,09/06/2017 02:01:00 PM,09/06/2017 02:01:00 PM,09/06/2001,Dog,Neutered Male,16 years,American Eskimo Mix,White,0.0
A699917,,04/04/2015 12:01:00 PM,04/04/2015 12:01:00 PM,2811 East 2Nd in Austin (TX),Stray,Normal,Dog,Intact Female,1 month,Labrador Retriever Mix,Black/White,,04/08/2015 12:00:00 AM,04/08/2015 12:00:00 AM,02/04/2015,Dog,Spayed Female,2 months,Labrador Retriever Mix,Black/White,0.0
A713955,Luke,10/15/2015 04:29:00 PM,10/15/2015 04:29:00 PM,Austin (TX),Owner Surrender,Injured,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Brown Tabby/White,Luke,10/29/2015 11:59:00 AM,10/29/2015 11:59:00 AM,04/15/2013,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Brown Tabby/White,0.0
A614238,Diamond,09/23/2016 12:09:00 PM,09/23/2016 12:09:00 PM,204 W 43Rd in Austin (TX),Stray,Normal,Cat,Spayed Female,5 years,Domestic Medium Hair Mix,Calico,Diamond,09/24/2016 01:29:00 PM,09/24/2016 01:29:00 PM,01/18/2011,Cat,Spayed Female,5 years,Domestic Medium Hair Mix,Calico,0.0
A761141,Bella,10/30/2017 10:08:00 AM,10/30/2017 10:08:00 AM,8900 North Ih 35 Service Road Southbound in Austin (TX),Public Assist,Normal,Dog,Intact Female,2 years,Norfolk Terrier Mix,Tan/Tan,Bella,11/04/2017 11:53:00 AM,11/04/2017 11:53:00 AM,10/30/2015,Dog,Intact Female,2 years,Norfolk Terrier Mix,Tan/Tan,0.0
A748629,Nibbler,05/04/2017 04:52:00 PM,05/04/2017 04:52:00 PM,South Port And Banister Ln in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Shorthair Mix,Brown Tabby,Nibbler,07/30/2017 06:50:00 PM,07/30/2017 06:50:00 PM,03/17/2017,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Brown Tabby,0.0
A690099,*Jasper,10/14/2014 11:38:00 AM,10/14/2014 11:38:00 AM,Outside Jurisdiction,Stray,Normal,Dog,Intact Male,10 months,Rat Terrier Mix,Tricolor,*Jasper,10/18/2014 12:31:00 PM,10/18/2014 12:31:00 PM,11/14/2013,Dog,Intact Male,11 months,Rat Terrier Mix,Tricolor,0.0
A794207,,05/04/2019 06:56:00 PM,05/04/2019 06:56:00 PM,2025 East 7Th Street in Austin (TX),Stray,Normal,Cat,Unknown,1 year,Domestic Shorthair Mix,White/Lynx Point,,05/09/2019 07:40:00 PM,05/09/2019 07:40:00 PM,05/04/2018,Cat,Unknown,1 year,Domestic Shorthair Mix,White/Lynx Point,0.0
A724545,Chloe,11/04/2017 10:11:00 AM,11/04/2017 10:11:00 AM,7211 Ritchie in Austin (TX),Stray,Normal,Dog,Spayed Female,1 year,Pit Bull Mix,Brown/White,Chloe,11/06/2017 03:11:00 PM,11/06/2017 03:11:00 PM,12/19/2015,Dog,Spayed Female,1 year,Pit Bull Mix,Brown/White,0.0
A676511,,04/11/2014 08:49:00 AM,04/11/2014 08:49:00 AM,Tisdale in Travis (TX),Wildlife,Injured,Other,Unknown,1 year,Skunk Mix,Black,,04/11/2014 09:08:00 AM,04/11/2014 09:08:00 AM,04/11/2013,Other,Unknown,1 year,Skunk Mix,Black,1.0
A742777,Axel,01/27/2017 05:54:00 PM,01/27/2017 05:54:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,8 months,Miniature Pinscher Mix,Gray/Tan,Axel,01/29/2017 05:43:00 PM,01/29/2017 05:43:00 PM,05/27/2016,Dog,Neutered Male,8 months,Miniature Pinscher Mix,Gray/Tan,0.0
A696557,Blanca,02/07/2015 12:01:00 PM,02/07/2015 12:01:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,2 years,Jack Russell Terrier,White/Brown,Blanca,02/10/2015 12:35:00 PM,02/10/2015 12:35:00 PM,02/07/2013,Dog,Spayed Female,2 years,Jack Russell Terrier,White/Brown,0.0
A764754,Susu,01/05/2018 04:31:00 PM,01/05/2018 04:31:00 PM,962 Springdale in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Domestic Medium Hair Mix,Black,Susu,01/20/2018 06:52:00 PM,01/20/2018 06:52:00 PM,11/28/2017,Cat,Spayed Female,1 month,Domestic Medium Hair Mix,Black,0.0
A717316,Finn,12/06/2015 12:46:00 PM,12/06/2015 12:46:00 PM,4936 Irvine in Austin (TX),Stray,Normal,Dog,Intact Male,3 years,Pit Bull Mix,White/Brown,Finn,12/28/2015 06:11:00 PM,12/28/2015 06:11:00 PM,12/06/2012,Dog,Neutered Male,3 years,Pit Bull Mix,White/Brown,0.0
A732544,*Tippy,08/09/2016 03:02:00 PM,08/09/2016 03:02:00 PM,Arrowmound Pass & Iwanna Dr in Del Valle (TX),Stray,Normal,Dog,Intact Female,5 months,Chihuahua Shorthair Mix,Brown/White,*Tippy,08/14/2016 05:34:00 PM,08/14/2016 05:34:00 PM,02/09/2016,Dog,Spayed Female,6 months,Chihuahua Shorthair Mix,Brown/White,0.0
A681742,Kermit,06/19/2014 05:29:00 PM,06/19/2014 05:29:00 PM,Duval/45Th St in Austin (TX),Stray,Normal,Dog,Neutered Male,1 year,Border Collie/Labrador Retriever,Brown Merle,Kermit,07/07/2014 04:17:00 PM,07/07/2014 04:17:00 PM,06/19/2013,Dog,Neutered Male,1 year,Border Collie/Labrador Retriever,Brown Merle,0.0
A811270,,12/31/2019 12:56:00 PM,12/31/2019 12:56:00 PM,9201 Brown Lane in Austin (TX),Stray,Normal,Cat,Intact Female,2 years,Siamese Mix,Tortie Point,,01/05/2020 05:51:00 PM,01/05/2020 05:51:00 PM,12/31/2017,Cat,Spayed Female,2 years,Siamese Mix,Tortie Point,0.0
A670584,,01/10/2014 02:35:00 PM,01/10/2014 02:35:00 PM,600 W. Carrie in Manor (TX),Stray,Normal,Dog,Intact Male,6 months,Toy Poodle Mix,White,,01/15/2014 04:30:00 PM,01/15/2014 04:30:00 PM,07/10/2013,Dog,Neutered Male,6 months,Toy Poodle Mix,White,0.0
A787444,,01/13/2019 03:28:00 PM,01/13/2019 03:28:00 PM,South Congress Avenue And West Mary Street in Austin (TX),Stray,Normal,Bird,Unknown,1 year,Parakeet Mix,Yellow/Gray,,01/24/2019 07:12:00 PM,01/24/2019 07:12:00 PM,01/13/2018,Bird,Unknown,1 year,Parakeet Mix,Yellow/Gray,0.0
A797652,Tinkerbell,06/16/2019 11:35:00 AM,06/16/2019 11:35:00 AM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,5 years,Chihuahua Shorthair,Black/Tan,Tinkerbell,06/26/2019 02:57:00 PM,06/26/2019 02:57:00 PM,06/16/2014,Dog,Spayed Female,5 years,Chihuahua Shorthair,Black/Tan,0.0
A699436,Smokey,03/27/2015 12:51:00 PM,03/27/2015 12:51:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Neutered Male,13 years,Maine Coon Mix,Blue,Smokey,04/03/2015 01:58:00 PM,04/03/2015 01:58:00 PM,06/27/2001,Cat,Neutered Male,13 years,Maine Coon Mix,Blue,0.0
A705496,,06/18/2015 11:15:00 AM,06/18/2015 11:15:00 AM,Austin (TX),Stray,Normal,Cat,Unknown,1 week,Domestic Shorthair Mix,White/Blue,,06/18/2015 01:43:00 PM,06/18/2015 01:43:00 PM,06/11/2015,Cat,Unknown,1 week,Domestic Shorthair Mix,White/Blue,0.0
A706168,Romeo,06/25/2015 04:25:00 PM,06/25/2015 04:25:00 PM,Del Valle (TX),Owner Surrender,Sick,Dog,Intact Male,1 month,Dachshund/Chihuahua Shorthair,Tricolor,Romeo,07/08/2015 05:43:00 PM,07/08/2015 05:43:00 PM,05/01/2015,Dog,Intact Male,2 months,Dachshund/Chihuahua Shorthair,Tricolor,0.0
A771262,*Uno,05/02/2018 03:49:00 PM,05/02/2018 03:49:00 PM,12700 Topper Lane in Travis (TX),Stray,Normal,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Cream Tabby,*Uno,06/23/2018 08:16:00 PM,06/23/2018 08:16:00 PM,04/10/2018,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Cream Tabby,0.0
A736597,*Winston,10/13/2016 04:37:00 PM,10/13/2016 04:37:00 PM,6711 Johnny Morris Rd in Austin (TX),Stray,Normal,Dog,Intact Male,6 months,Great Pyrenees Mix,Cream,*Winston,10/31/2016 12:00:00 AM,10/31/2016 12:00:00 AM,04/13/2016,Dog,Intact Male,6 months,Great Pyrenees Mix,Cream,0.0
A666452,Tank,11/01/2013 02:56:00 PM,11/01/2013 02:56:00 PM,7103 Barnsdale Way in Austin (TX),Stray,Normal,Dog,Intact Male,13 years,Chow Chow Mix,Red,Tank,11/01/2013 05:39:00 PM,11/01/2013 05:39:00 PM,11/01/2000,Dog,Intact Male,13 years,Chow Chow Mix,Red,0.0
A680051,*Henry,05/29/2014 12:58:00 PM,05/29/2014 12:58:00 PM,4106 N Lamar Blvd in Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black,*Henry,07/12/2014 07:55:00 PM,07/12/2014 07:55:00 PM,04/23/2014,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black,0.0
A770206,Raja,04/16/2018 01:56:00 PM,04/16/2018 01:56:00 PM,7201 Leavander Loop in Austin (TX),Stray,Normal,Cat,Intact Male,2 years,Domestic Shorthair Mix,Brown Tabby,Raja,04/23/2018 06:23:00 PM,04/23/2018 06:23:00 PM,04/16/2016,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Brown Tabby,0.0
A721375,*Jackson,02/25/2016 03:59:00 PM,02/25/2016 03:59:00 PM,Travis (TX),Owner Surrender,Normal,Dog,Intact Male,4 weeks,German Shepherd/Chow Chow,Tan/White,*Jackson,02/28/2016 03:29:00 PM,02/28/2016 03:29:00 PM,01/24/2016,Dog,Intact Male,5 weeks,German Shepherd/Chow Chow,Tan/White,0.0
A700196,Cookie,04/09/2015 01:58:00 PM,04/09/2015 01:58:00 PM,4812 N Ih35 in Austin (TX),Stray,Normal,Dog,Intact Female,4 years,Pit Bull Mix,Blue/White,Cookie,04/21/2015 04:32:00 PM,04/21/2015 04:32:00 PM,04/10/2011,Dog,Spayed Female,4 years,Pit Bull Mix,Blue/White,1.0
A780259,Deasil,09/13/2018 12:38:00 PM,09/13/2018 12:38:00 PM,Austin (TX),Public Assist,Normal,Dog,Intact Male,1 year,German Shepherd Mix,Tan/Black,Deasil,09/22/2018 04:08:00 PM,09/22/2018 04:08:00 PM,09/12/2017,Dog,Intact Male,1 year,German Shepherd Mix,Tan/Black,0.0
A684431,*Max,08/21/2014 11:38:00 AM,08/21/2014 11:38:00 AM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,1 year,Queensland Heeler,Red/White,*Max,08/24/2014 04:50:00 PM,08/24/2014 04:50:00 PM,01/23/2013,Dog,Neutered Male,1 year,Queensland Heeler,Red/White,0.0
A774059,,06/09/2018 02:13:00 PM,06/09/2018 02:13:00 PM,Austin (TX),Stray,Normal,Cat,Intact Male,1 month,Domestic Shorthair Mix,Cream Tabby,,06/23/2018 07:20:00 PM,06/23/2018 07:20:00 PM,04/15/2018,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Cream Tabby,0.0
A697436,,02/23/2015 05:38:00 PM,02/23/2015 05:38:00 PM,11400 Concordia University Dr. in Austin (TX),Wildlife,Normal,Other,Unknown,6 months,Bat Mix,Brown,,02/24/2015 08:39:00 AM,02/24/2015 08:39:00 AM,08/23/2014,Other,Unknown,6 months,Bat Mix,Brown,1.0
A803887,*Bilbo,09/07/2019 04:20:00 PM,09/07/2019 04:20:00 PM,7630 Wood Hollow Drive in Austin (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair,Black/White,*Bilbo,11/30/2019 04:41:00 PM,11/30/2019 04:41:00 PM,06/26/2019,Cat,Neutered Male,5 months,Domestic Shorthair,Black/White,0.0
A729834,*Dino,06/24/2016 02:02:00 PM,06/24/2016 02:02:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,3 years,Bulldog/Labrador Retriever,Black/White,*Dino,02/20/2018 01:12:00 PM,02/20/2018 01:12:00 PM,06/24/2013,Dog,Neutered Male,4 years,Bulldog/Labrador Retriever,Black/White,0.0
A666733,Bear,06/07/2015 11:12:00 AM,06/07/2015 11:12:00 AM,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,1 year,Great Pyrenees Mix,White,Bear,06/12/2015 06:12:00 PM,06/12/2015 06:12:00 PM,10/01/2013,Dog,Intact Male,1 year,Great Pyrenees Mix,White,0.0
A743140,Bruno,02/04/2017 02:27:00 PM,02/04/2017 02:27:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,2 years,Pit Bull Mix,Blue,Bruno,02/23/2017 02:56:00 PM,02/23/2017 02:56:00 PM,02/04/2015,Dog,Neutered Male,2 years,Pit Bull Mix,Blue,0.0
A685374,,08/06/2014 01:48:00 PM,08/06/2014 01:48:00 PM,5129 Cameron Road in Austin (TX),Stray,Normal,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Black Tabby,,08/06/2014 07:23:00 PM,08/06/2014 07:23:00 PM,07/22/2014,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Black Tabby,0.0
A754478,,07/21/2017 12:40:00 PM,07/21/2017 12:40:00 PM,3209 Cupid Drive in Austin (TX),Stray,Normal,Cat,Intact Female,1 weeks,Domestic Shorthair Mix,Orange Tabby,,07/21/2017 12:00:00 AM,07/21/2017 12:00:00 AM,07/13/2017,Cat,Intact Female,1 weeks,Domestic Shorthair Mix,Orange Tabby,0.0
A721368,Delilah,02/25/2016 03:09:00 PM,02/25/2016 03:09:00 PM,Austin (TX),Stray,Normal,Dog,Spayed Female,5 years,Labrador Retriever Mix,Black/White,Delilah,02/25/2016 05:08:00 PM,02/25/2016 05:08:00 PM,02/25/2011,Dog,Spayed Female,5 years,Labrador Retriever Mix,Black/White,0.0
A773328,*Faye,05/30/2018 03:05:00 PM,05/30/2018 03:05:00 PM,2003 Man O War in Del Valle (TX),Stray,Normal,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Brown Tabby,*Faye,08/18/2018 04:22:00 PM,08/18/2018 04:22:00 PM,04/30/2018,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby,0.0
