Animal ID,Name_Intake,DateTime_Intake,MonthYear_Intake,Found Location,Intake Type,Intake Condition,Animal Type_Intake,Sex upon Intake,Age upon Intake,Breed_Intake,Color_Intake,Name_Outcome,DateTime_Outcome,MonthYear_Outcome,Date of Birth,Animal Type_Outcome,Sex upon Outcome,Age upon Outcome,Breed_Outcome,Color_Outcome,binary_outcome
A814085,,02/24/2020 11:11:00 AM,02/24/2020 11:11:00 AM,Springdale And Manor in Austin (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair Mix,Orange Tabby,,02/28/2020 05:57:00 PM,02/28/2020 05:57:00 PM,12/24/2019,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby,0.0
A814084,Salem,02/24/2020 11:11:00 AM,02/24/2020 11:11:00 AM,Springdale And Manor in Austin (TX),Stray,Normal,Cat,Intact Male,2 months,Domestic Shorthair Mix,Black,Salem,02/28/2020 06:15:00 PM,02/28/2020 06:15:00 PM,12/24/2019,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black,0.0
A814083,,02/24/2020 11:11:00 AM,02/24/2020 11:11:00 AM,Springdale And Manor in Austin (TX),Stray,Normal,Cat,Intact Female,1 month,Siamese Mix,Seal Point,,02/26/2020 12:45:00 PM,02/26/2020 12:45:00 PM,01/10/2020,Cat,Intact Female,1 month,Siamese Mix,Seal Point,0.0
A814081,Kiki,02/24/2020 10:28:00 AM,02/24/2020 10:28:00 AM,11724 Research Boulevard in Austin (TX),Public Assist,Normal,Dog,Intact Male,4 years,Chihuahua Shorthair,Red,Kiki,02/26/2020 11:13:00 AM,02/26/2020 11:13:00 AM,02/24/2016,Dog,Intact Male,4 years,Chihuahua Shorthair,Red,0.0
A814080,Nala,02/24/2020 11:02:00 AM,02/24/2020 11:02:00 AM,Austin (TX),Stray,Normal,Dog,Intact Female,2 years,Labrador Retriever/St. Bernard Smooth Coat,White/Brown,Nala,03/06/2020 12:19:00 PM,03/06/2020 12:19:00 PM,02/24/2018,Dog,Intact Female,2 years,Labrador Retriever/St. Bernard Smooth Coat,White/Brown,0.0
A814067,Dex,02/24/2020 07:54:00 AM,02/24/2020 07:54:00 AM,Penny Lane And Stillwood Dr in Austin (TX),Stray,Normal,Cat,Neutered Male,15 years,Cornish Rex,Orange Tabby/White,Dex,02/24/2020 02:11:00 PM,02/24/2020 02:11:00 PM,02/24/2005,Cat,Neutered Male,15 years,Cornish Rex,Orange Tabby/White,0.0
A814065,,02/23/2020 06:16:00 PM,02/23/2020 06:16:00 PM,Mckinney Falls And Colton Bluff in Austin (TX),Stray,Normal,Dog,Intact Female,2 months,Labrador Retriever Mix,Brown/Black,,02/27/2020 05:04:00 PM,02/27/2020 05:04:00 PM,12/21/2019,Dog,Spayed Female,2 months,Labrador Retriever Mix,Brown/Black,0.0
A814064,Lucian,02/23/2020 06:25:00 PM,02/23/2020 06:25:00 PM,7800 Johnny Morris Rd in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Siberian Husky,Black/White,Lucian,02/24/2020 11:01:00 AM,02/24/2020 11:01:00 AM,02/23/2018,Dog,Intact Male,2 years,Siberian Husky,Black/White,0.0
A814063,Rosie,02/23/2020 06:16:00 PM,02/23/2020 06:16:00 PM,Mckinney Falls And Colton Bluff in Austin (TX),Stray,Normal,Dog,Intact Female,2 months,Labrador Retriever Mix,Brown,Rosie,02/27/2020 06:58:00 PM,02/27/2020 06:58:00 PM,12/17/2019,Dog,Spayed Female,2 months,Labrador Retriever Mix,Brown,0.0
A814058,Millie,02/23/2020 05:24:00 PM,02/23/2020 05:24:00 PM,Long Branch Dr And Fitzhugh in Austin (TX),Stray,Normal,Dog,Spayed Female,13 years,Golden Retriever,Gold,Millie,02/24/2020 12:44:00 PM,02/24/2020 12:44:00 PM,02/24/2007,Dog,Spayed Female,13 years,Golden Retriever,Gold,0.0
A814057,Ruger,02/23/2020 05:10:00 PM,02/23/2020 05:10:00 PM,W William Cannon And Menchaca in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Miniature Schnauzer/Yorkshire Terrier,Silver/Tan,Ruger,02/23/2020 06:48:00 PM,02/23/2020 06:48:00 PM,08/23/2018,Dog,Intact Male,1 year,Miniature Schnauzer/Yorkshire Terrier,Silver/Tan,0.0
A814056,Spicy,02/23/2020 04:55:00 PM,02/23/2020 04:55:00 PM,9036 North Lamar in Austin (TX),Stray,Normal,Dog,Spayed Female,7 years,Chihuahua Shorthair Mix,Tan/White,Spicy,02/23/2020 06:33:00 PM,02/23/2020 06:33:00 PM,02/23/2013,Dog,Spayed Female,7 years,Chihuahua Shorthair Mix,Tan/White,0.0
A814054,,02/23/2020 04:46:00 PM,02/23/2020 04:46:00 PM,13828 Spring Heath in Travis (TX),Stray,Normal,Cat,Intact Male,2 years,Domestic Longhair Mix,Black,,02/27/2020 04:52:00 PM,02/27/2020 04:52:00 PM,02/23/2018,Cat,Intact Male,2 years,Domestic Longhair Mix,Black,0.0
A814053,*Molasses,02/23/2020 04:33:00 PM,02/23/2020 04:33:00 PM,Goodrich And Collier in Austin (TX),Stray,Normal,Dog,Intact Female,3 years,Plott Hound Mix,Brown Brindle/White,*Molasses,03/12/2020 10:59:00 AM,03/12/2020 10:59:00 AM,02/23/2017,Dog,Intact Female,3 years,Plott Hound Mix,Brown Brindle/White,0.0
A814050,Biscuit,02/23/2020 04:26:00 PM,02/23/2020 04:26:00 PM,8803 Granada Hills Drive in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,American Pit Bull Terrier,Brown/White,Biscuit,02/24/2020 06:11:00 PM,02/24/2020 06:11:00 PM,02/23/2018,Dog,Intact Male,2 years,American Pit Bull Terrier,Brown/White,0.0
A814049,,02/23/2020 04:07:00 PM,02/23/2020 04:07:00 PM,9801 West Parmer Lane in Austin (TX),Wildlife,Normal,Other,Unknown,2 years,Bat,Black/Brown,,02/24/2020 12:54:00 PM,02/24/2020 12:54:00 PM,02/23/2018,Other,Unknown,2 years,Bat,Black/Brown,1.0
A814045,Sangria,02/23/2020 03:03:00 PM,02/23/2020 03:03:00 PM,4177 W Howard Ln in Austin (TX),Stray,Normal,Dog,Neutered Male,2 years,Catahoula Mix,Blue Merle/White,Sangria,03/04/2020 11:57:00 AM,03/04/2020 11:57:00 AM,02/23/2018,Dog,Neutered Male,2 years,Catahoula Mix,Blue Merle/White,0.0
A814044,*Bungee,02/23/2020 03:03:00 PM,02/23/2020 03:03:00 PM,4177 W Howard Ln in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Chinese Sharpei Mix,Tan/White,*Bungee,03/12/2020 12:12:00 PM,03/12/2020 12:12:00 PM,02/23/2019,Dog,Intact Male,1 year,Chinese Sharpei Mix,Tan/White,0.0
A814041,*Moonpie,02/23/2020 02:28:00 PM,02/23/2020 02:28:00 PM,9212 S Hwy 183 in Austin (TX),Stray,Normal,Dog,Intact Female,3 weeks,Australian Cattle Dog Mix,Black/White,*Moonpie,02/27/2020 09:43:00 AM,02/27/2020 09:43:00 AM,01/30/2020,Dog,Intact Female,4 weeks,Australian Cattle Dog Mix,Black/White,0.0
A814039,Gwen,02/23/2020 02:07:00 PM,02/23/2020 02:07:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Spayed Female,2 months,German Shepherd Mix,Brown/Black,Gwen,03/01/2020 01:12:00 PM,03/01/2020 01:12:00 PM,12/08/2019,Dog,Spayed Female,2 months,German Shepherd Mix,Brown/Black,0.0
A814038,,02/23/2020 01:58:00 PM,02/23/2020 01:58:00 PM,14709 Fitzgibbon Drive in Austin (TX),Stray,Normal,Cat,Unknown,2 years,Domestic Medium Hair Mix,Brown Tabby,,02/27/2020 04:52:00 PM,02/27/2020 04:52:00 PM,02/23/2018,Cat,Unknown,2 years,Domestic Medium Hair Mix,Brown Tabby,0.0
A814037,Luna,02/23/2020 01:36:00 PM,02/23/2020 01:36:00 PM,Austin (TX),Owner Surrender,Sick,Dog,Spayed Female,3 months,Border Collie Mix,Black/White,Luna,02/25/2020 12:21:00 PM,02/25/2020 12:21:00 PM,11/23/2019,Dog,Spayed Female,3 months,Border Collie Mix,Black/White,0.0
A814036,Leighton,02/23/2020 01:28:00 PM,02/23/2020 01:28:00 PM,Manor (TX),Owner Surrender,Normal,Dog,Neutered Male,1 year,Boxer,Brown/White,Leighton,03/11/2020 06:00:00 PM,03/11/2020 06:00:00 PM,08/23/2018,Dog,Neutered Male,1 year,Boxer,Brown/White,0.0
A814035,,02/23/2020 01:25:00 PM,02/23/2020 01:25:00 PM,15208 Mandarin Crossing in Travis (TX),Stray,Sick,Cat,Intact Female,10 years,Domestic Longhair,Brown Tabby,,02/24/2020 11:45:00 AM,02/24/2020 11:45:00 AM,02/23/2010,Cat,Intact Female,10 years,Domestic Longhair,Brown Tabby,0.0
A814033,Timmy,02/23/2020 01:17:00 PM,02/23/2020 01:17:00 PM,Jonestown (TX),Owner Surrender,Normal,Dog,Intact Male,2 years,Rat Terrier Mix,Tricolor,Timmy,03/04/2020 11:52:00 AM,03/04/2020 11:52:00 AM,02/23/2018,Dog,Neutered Male,2 years,Rat Terrier Mix,Tricolor,0.0
A814032,Amber,02/23/2020 11:52:00 AM,02/23/2020 11:52:00 AM,Berrywood Dr And Blue Spring Way in Austin (TX),Stray,Normal,Dog,Spayed Female,14 years,Labrador Retriever Mix,Brown,Amber,02/23/2020 04:14:00 PM,02/23/2020 04:14:00 PM,02/23/2006,Dog,Spayed Female,14 years,Labrador Retriever Mix,Brown,0.0
A814031,,02/23/2020 12:15:00 PM,02/23/2020 12:15:00 PM,4709 Preakness Drive in Austin (TX),Stray,Normal,Dog,Intact Female,2 months,Black/Tan Hound Mix,Black/Brown,,02/27/2020 05:53:00 PM,02/27/2020 05:53:00 PM,12/23/2019,Dog,Spayed Female,2 months,Black/Tan Hound Mix,Black/Brown,0.0
A814030,,02/23/2020 12:15:00 PM,02/23/2020 12:15:00 PM,4709 Preakness Drive in Austin (TX),Stray,Normal,Dog,Intact Female,2 months,Redbone Hound Mix,Red,,02/27/2020 04:40:00 PM,02/27/2020 04:40:00 PM,12/23/2019,Dog,Spayed Female,2 months,Redbone Hound Mix,Red,0.0
A814028,,02/23/2020 11:51:00 AM,02/23/2020 11:51:00 AM,8401 Colony Loop in Austin (TX),Stray,Injured,Dog,Intact Male,2 years,Chihuahua Shorthair,White/Tan,,02/27/2020 04:19:00 PM,02/27/2020 04:19:00 PM,02/23/2018,Dog,Intact Male,2 years,Chihuahua Shorthair,White/Tan,1.0
A814027,Quesito,02/24/2020 01:17:00 PM,02/24/2020 01:17:00 PM,4320 S Congress in Austin (TX),Public Assist,Normal,Dog,Intact Male,2 years,Chihuahua Shorthair,White,Quesito,03/03/2020 12:16:00 PM,03/03/2020 12:16:00 PM,02/23/2018,Dog,Intact Male,2 years,Chihuahua Shorthair,White,0.0
A814026,,02/23/2020 11:32:00 AM,02/23/2020 11:32:00 AM,1901 E 51St St in Austin (TX),Stray,Normal,Cat,Intact Male,2 years,Domestic Shorthair,Black,,02/27/2020 04:52:00 PM,02/27/2020 04:52:00 PM,02/23/2018,Cat,Intact Male,2 years,Domestic Shorthair,Black,0.0
A814025,,02/23/2020 11:21:00 AM,02/23/2020 11:21:00 AM,Travis (TX),Stray,Normal,Dog,Intact Male,1 year,Chihuahua Shorthair Mix,Brown Brindle/White,,02/27/2020 04:51:00 PM,02/27/2020 04:51:00 PM,02/23/2019,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Brown Brindle/White,0.0
A814024,Blackie,02/23/2020 11:17:00 AM,02/23/2020 11:17:00 AM,Austin (TX),Owner Surrender,Injured,Dog,Intact Female,1 month,Labrador Retriever/Pit Bull,Black/White,Blackie,02/23/2020 12:00:00 AM,02/23/2020 12:00:00 AM,01/16/2020,Dog,Intact Female,1 month,Labrador Retriever/Pit Bull,Black/White,1.0
A814023,,02/23/2020 11:10:00 AM,02/23/2020 11:10:00 AM,Montopolis And Porter in Austin (TX),Stray,Normal,Dog,Intact Male,2 months,Whippet/Chihuahua Shorthair,Tan/White,,02/29/2020 03:32:00 PM,02/29/2020 03:32:00 PM,12/23/2019,Dog,Neutered Male,2 months,Whippet/Chihuahua Shorthair,Tan/White,0.0
A814021,*Everett,02/23/2020 10:46:00 AM,02/23/2020 10:46:00 AM,16912 High Moon in Austin (TX),Stray,Normal,Dog,Intact Male,4 months,German Shepherd Mix,Brown/Black,*Everett,03/27/2020 07:53:00 AM,03/27/2020 07:53:00 AM,10/23/2019,Dog,Neutered Male,5 months,German Shepherd Mix,Brown/Black,0.0
A814015,,02/22/2020 10:21:00 PM,02/22/2020 10:21:00 PM,3614 Bill Price in Travis (TX),Wildlife,Normal,Other,Unknown,2 years,Bat,Brown/Brown,,02/23/2020 08:41:00 AM,02/23/2020 08:41:00 AM,02/22/2018,Other,Unknown,2 years,Bat,Brown/Brown,1.0
A814014,Blue,02/22/2020 09:45:00 PM,02/22/2020 09:45:00 PM,2110 W Slaughter Ln in Austin (TX),Stray,Normal,Dog,Intact Male,2 years,Catahoula,Brown Brindle/White,Blue,02/29/2020 06:29:00 PM,02/29/2020 06:29:00 PM,02/22/2018,Dog,Intact Male,2 years,Catahoula,Brown Brindle/White,0.0
A814013,,02/22/2020 09:55:00 PM,02/22/2020 09:55:00 PM,2915 Aftonshire Way in Austin (TX),Wildlife,Normal,Other,Unknown,2 years,Bat,Brown/Brown,,02/23/2020 08:42:00 AM,02/23/2020 08:42:00 AM,02/22/2018,Other,Unknown,2 years,Bat,Brown/Brown,1.0
A814006,,02/22/2020 04:17:00 PM,02/22/2020 04:17:00 PM,5004 West Wind Trl in Austin (TX),Stray,Normal,Cat,Intact Female,2 years,Domestic Longhair,Torbie,,02/27/2020 04:51:00 PM,02/27/2020 04:51:00 PM,02/22/2018,Cat,Intact Female,2 years,Domestic Longhair,Torbie,0.0
A814004,Ducky,02/22/2020 04:16:00 PM,02/22/2020 04:16:00 PM,Cottonmouth School Road And Dee Gabriel Collins Road in Austin (TX),Stray,Normal,Dog,Neutered Male,10 years,Chihuahua Shorthair,Black/White,Ducky,02/29/2020 04:20:00 PM,02/29/2020 04:20:00 PM,02/22/2010,Dog,Neutered Male,10 years,Chihuahua Shorthair,Black/White,0.0
A814003,*Hester,02/22/2020 04:06:00 PM,02/22/2020 04:06:00 PM,801 East William Cannon Drive in Austin (TX),Stray,Normal,Dog,Spayed Female,2 years,Pit Bull,Blue,*Hester,02/27/2020 05:10:00 PM,02/27/2020 05:10:00 PM,02/22/2018,Dog,Spayed Female,2 years,Pit Bull,Blue,0.0
A814001,*Cubby,02/22/2020 03:55:00 PM,02/22/2020 03:55:00 PM,400 Cooper Drive in Austin (TX),Stray,Normal,Dog,Intact Male,3 years,Labrador Retriever Mix,Tan/White,*Cubby,02/27/2020 12:16:00 PM,02/27/2020 12:16:00 PM,02/22/2017,Dog,Intact Male,3 years,Labrador Retriever Mix,Tan/White,0.0
A814000,,02/22/2020 03:51:00 PM,02/22/2020 03:51:00 PM,8003 S Ih 35 in Austin (TX),Stray,Normal,Dog,Intact Male,4 months,American Bulldog Mix,Brown Brindle/White,,02/26/2020 04:11:00 PM,02/26/2020 04:11:00 PM,10/22/2019,Dog,Neutered Male,4 months,American Bulldog Mix,Brown Brindle/White,0.0
A813999,Aquiles,02/22/2020 03:16:00 PM,02/22/2020 03:16:00 PM,Austin (TX),Owner Surrender,Injured,Dog,Intact Male,1 year,Chihuahua Longhair Mix,Black/Tan,Aquiles,02/28/2020 05:52:00 PM,02/28/2020 05:52:00 PM,02/22/2019,Dog,Intact Male,1 year,Chihuahua Longhair Mix,Black/Tan,0.0
A813998,Lily,02/22/2020 03:06:00 PM,02/22/2020 03:06:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Spayed Female,7 years,Domestic Longhair,Calico,Lily,03/09/2020 03:36:00 PM,03/09/2020 03:36:00 PM,02/22/2013,Cat,Spayed Female,7 years,Domestic Longhair,Calico,0.0
A813997,Ralphie,02/22/2020 02:09:00 PM,02/22/2020 02:09:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,1 year,Chihuahua Shorthair,Tan,Ralphie,02/25/2020 06:40:00 PM,02/25/2020 06:40:00 PM,02/22/2019,Dog,Neutered Male,1 year,Chihuahua Shorthair,Tan,0.0
A813995,Simba,02/22/2020 01:46:00 PM,02/22/2020 01:46:00 PM,5605 Jacaranda Dr in Austin (TX),Stray,Normal,Cat,Neutered Male,1 year,Domestic Shorthair,Brown Tabby,Simba,02/22/2020 03:29:00 PM,02/22/2020 03:29:00 PM,02/22/2019,Cat,Neutered Male,1 year,Domestic Shorthair,Brown Tabby,0.0
A813994,Solomon,02/22/2020 01:37:00 PM,02/22/2020 01:37:00 PM,Tallow Tree Dr in Austin (TX),Stray,Normal,Cat,Neutered Male,1 year,Domestic Shorthair,Brown Tabby,Solomon,02/24/2020 02:15:00 PM,02/24/2020 02:15:00 PM,09/22/2018,Cat,Neutered Male,1 year,Domestic Shorthair,Brown Tabby,0.0
A813993,Teddy,02/22/2020 01:34:00 PM,02/22/2020 01:34:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Neutered Male,7 years,Shih Tzu,White/Tan,Teddy,02/22/2020 05:03:00 PM,02/22/2020 05:03:00 PM,02/22/2013,Dog,Neutered Male,7 years,Shih Tzu,White/Tan,0.0
A813992,Luna,02/22/2020 01:27:00 PM,02/22/2020 01:27:00 PM,Austin (TX),Owner Surrender,Sick,Cat,Intact Female,1 month,Domestic Shorthair,Blue/White,Luna,02/22/2020 05:29:00 PM,02/22/2020 05:29:00 PM,01/16/2020,Cat,Intact Female,1 month,Domestic Shorthair,Blue/White,0.0
A813991,Hennesey,02/22/2020 01:07:00 PM,02/22/2020 01:07:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Male,13 years,Basset Hound,Black/White,Hennesey,02/25/2020 04:43:00 PM,02/25/2020 04:43:00 PM,02/22/2007,Dog,Neutered Male,13 years,Basset Hound,Black/White,0.0
A813990,Sissy,02/22/2020 12:54:00 PM,02/22/2020 12:54:00 PM,2405 Mozelle Ln in Austin (TX),Abandoned,Normal,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Tan,Sissy,03/08/2020 02:56:00 PM,03/08/2020 02:56:00 PM,02/22/2018,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Tan,0.0
A813988,*Bumblebee,02/22/2020 02:33:00 PM,02/22/2020 02:33:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,6 months,Domestic Medium Hair,Black/White,*Bumblebee,03/08/2020 01:48:00 PM,03/08/2020 01:48:00 PM,08/22/2019,Cat,Spayed Female,6 months,Domestic Medium Hair,Black/White,0.0
A813987,*Caterpillar,02/22/2020 02:33:00 PM,02/22/2020 02:33:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,6 months,Domestic Shorthair,Black,*Caterpillar,03/08/2020 01:49:00 PM,03/08/2020 01:49:00 PM,08/22/2019,Cat,Spayed Female,6 months,Domestic Shorthair,Black,0.0
A813986,*Dragonfly,02/22/2020 02:33:00 PM,02/22/2020 02:33:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,6 months,Domestic Shorthair,Blue,*Dragonfly,02/29/2020 07:13:00 PM,02/29/2020 07:13:00 PM,08/22/2019,Cat,Neutered Male,6 months,Domestic Shorthair,Blue,0.0
A813985,*Firefly,02/22/2020 02:33:00 PM,02/22/2020 02:33:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,6 months,Domestic Medium Hair,Blue/White,*Firefly,03/04/2020 10:51:00 AM,03/04/2020 10:51:00 AM,08/22/2019,Cat,Neutered Male,6 months,Domestic Medium Hair,Blue/White,0.0
A813984,Scooter,02/22/2020 12:54:00 PM,02/22/2020 12:54:00 PM,2405 Mozelle Ln in Austin (TX),Abandoned,Normal,Dog,Intact Male,2 years,Dachshund/Chihuahua Shorthair,Red,Scooter,03/08/2020 02:56:00 PM,03/08/2020 02:56:00 PM,02/22/2018,Dog,Neutered Male,2 years,Dachshund/Chihuahua Shorthair,Red,0.0
A813983,Bailey,02/25/2020 01:35:00 PM,02/25/2020 01:35:00 PM,Travis (TX),Public Assist,Normal,Dog,Spayed Female,2 years,Akita/German Shepherd,Tricolor/Black,Bailey,02/27/2020 12:40:00 PM,02/27/2020 12:40:00 PM,02/23/2018,Dog,Spayed Female,2 years,Akita/German Shepherd,Tricolor/Black,0.0
A813982,Miah,02/22/2020 12:05:00 PM,02/22/2020 12:05:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,1 year,Domestic Medium Hair,Gray Tabby,Miah,02/23/2020 12:48:00 PM,02/23/2020 12:48:00 PM,02/22/2019,Cat,Intact Female,1 year,Domestic Medium Hair,Gray Tabby,0.0
A813980,Chico,02/22/2020 11:47:00 AM,02/22/2020 11:47:00 AM,Three Points Road And Grand Avenue Parkway in Austin (TX),Stray,Normal,Dog,Intact Male,3 years,Chihuahua Shorthair Mix,Tan,Chico,02/26/2020 03:51:00 PM,02/26/2020 03:51:00 PM,02/22/2017,Dog,Neutered Male,3 years,Chihuahua Shorthair Mix,Tan,0.0
A813979,Blue,02/22/2020 11:15:00 AM,02/22/2020 11:15:00 AM,1551 Hwy 71 in Austin (TX),Stray,Normal,Dog,Intact Male,3 months,Great Pyrenees Mix,Brown/White,Blue,02/24/2020 04:45:00 PM,02/24/2020 04:45:00 PM,11/22/2019,Dog,Intact Male,3 months,Great Pyrenees Mix,Brown/White,0.0
A813977,,02/21/2020 10:56:00 PM,02/21/2020 10:56:00 PM,1800 E Stassney in Austin (TX),Wildlife,Normal,Other,Unknown,2 years,Bat,Brown/Brown,,02/22/2020 10:36:00 AM,02/22/2020 10:36:00 AM,02/21/2018,Other,Unknown,2 years,Bat,Brown/Brown,1.0
A813970,,02/21/2020 07:01:00 PM,02/21/2020 07:01:00 PM,16621 Barrhead Cv in Austin (TX),Wildlife,Normal,Other,Unknown,2 years,Bat,Brown,,02/22/2020 08:20:00 AM,02/22/2020 08:20:00 AM,02/21/2018,Other,Unknown,2 years,Bat,Brown,1.0
A813968,Dakota,02/21/2020 05:54:00 PM,02/21/2020 05:54:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,3 years,Labrador Retriever,Black Brindle,Dakota,03/04/2020 11:54:00 AM,03/04/2020 11:54:00 AM,02/21/2017,Dog,Spayed Female,3 years,Labrador Retriever,Black Brindle,0.0
A813967,Harley,02/21/2020 05:54:00 PM,02/21/2020 05:54:00 PM,Austin (TX),Owner Surrender,Normal,Dog,Intact Female,3 years,Labrador Retriever,Black,Harley,03/04/2020 11:54:00 AM,03/04/2020 11:54:00 AM,02/21/2017,Dog,Spayed Female,3 years,Labrador Retriever,Black,0.0
A813966,,02/21/2020 05:32:00 PM,02/21/2020 05:32:00 PM,Wet Season Drive And Musket Valley Trail in Austin (TX),Stray,Normal,Dog,Intact Male,1 year,Chihuahua Longhair/Dachshund,Black/White,,02/25/2020 12:23:00 PM,02/25/2020 12:23:00 PM,02/21/2019,Dog,Intact Male,1 year,Chihuahua Longhair/Dachshund,Black/White,0.0
A813965,Iris,02/21/2020 05:32:00 PM,02/21/2020 05:32:00 PM,Wet Season Drive And Musket Valley Trail in Austin (TX),Stray,Normal,Dog,Intact Female,1 year,Shih Tzu/Yorkshire Terrier,Brown Brindle,Iris,02/25/2020 01:44:00 PM,02/25/2020 01:44:00 PM,02/21/2019,Dog,Intact Female,1 year,Shih Tzu/Yorkshire Terrier,Brown Brindle,0.0
A813964,,02/21/2020 11:05:00 PM,02/21/2020 11:05:00 PM,3812 Tonkawa Trl in Austin (TX),Wildlife,Normal,Other,Unknown,2 years,Bat,Brown/Brown,,02/22/2020 10:35:00 AM,02/22/2020 10:35:00 AM,02/21/2018,Other,Unknown,2 years,Bat,Brown/Brown,1.0
A813963,,02/21/2020 04:28:00 PM,02/21/2020 04:28:00 PM,5230 Thunder Creek Road in Austin (TX),Stray,Normal,Dog,Intact Male,5 months,Chihuahua Longhair,Black/White,,02/25/2020 05:42:00 PM,02/25/2020 05:42:00 PM,09/06/2019,Dog,Neutered Male,5 months,Chihuahua Longhair,Black/White,0.0
A813961,,02/21/2020 11:17:00 PM,02/21/2020 11:17:00 PM,5608 Courtyard in Austin (TX),Wildlife,Normal,Other,Unknown,2 years,Bat,Brown/Brown,,02/22/2020 10:37:00 AM,02/22/2020 10:37:00 AM,02/21/2018,Other,Unknown,2 years,Bat,Brown/Brown,1.0
A813960,,02/21/2020 04:13:00 PM,02/21/2020 04:13:00 PM,5237 Meadow Creek Dr in Austin (TX),Wildlife,Injured,Other,Unknown,3 years,Opossum,Gray,,02/24/2020 12:54:00 PM,02/24/2020 12:54:00 PM,02/21/2017,Other,Unknown,3 years,Opossum,Gray,1.0
A813959,*Sweets,02/21/2020 03:21:00 PM,02/21/2020 03:21:00 PM,6715 I 35 in Austin (TX),Stray,Normal,Dog,Intact Female,3 years,Great Pyrenees,White,*Sweets,02/27/2020 12:17:00 PM,02/27/2020 12:17:00 PM,02/21/2017,Dog,Intact Female,3 years,Great Pyrenees,White,0.0
A813957,Blossom,02/21/2020 03:01:00 PM,02/21/2020 03:01:00 PM,2620 W Anderson in Austin (TX),Stray,Sick,Cat,Spayed Female,9 years,Domestic Medium Hair,Blue,Blossom,02/23/2020 04:54:00 PM,02/23/2020 04:54:00 PM,10/01/2010,Cat,Spayed Female,9 years,Domestic Medium Hair,Blue,0.0
A813956,Tom Girl,02/21/2020 02:39:00 PM,02/21/2020 02:39:00 PM,2401 Rosewood Avenue in Austin (TX),Stray,Normal,Cat,Neutered Male,1 year,Domestic Shorthair,Brown Tabby,Tom Girl,02/28/2020 06:01:00 PM,02/28/2020 06:01:00 PM,02/21/2019,Cat,Neutered Male,1 year,Domestic Shorthair,Brown Tabby,0.0
A813955,,02/21/2020 02:23:00 PM,02/21/2020 02:23:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,4 months,Domestic Shorthair,Gray Tabby,,02/25/2020 12:06:00 PM,02/25/2020 12:06:00 PM,10/06/2019,Cat,Spayed Female,4 months,Domestic Shorthair,Gray Tabby,0.0
A813954,Sweetie,02/21/2020 02:23:00 PM,02/21/2020 02:23:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,4 months,Domestic Shorthair,Brown Tabby,Sweetie,02/25/2020 05:28:00 PM,02/25/2020 05:28:00 PM,10/06/2019,Cat,Neutered Male,4 months,Domestic Shorthair,Brown Tabby,0.0
A813953,,02/21/2020 02:23:00 PM,02/21/2020 02:23:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Female,4 months,Domestic Shorthair,Brown Tabby,,02/25/2020 12:07:00 PM,02/25/2020 12:07:00 PM,10/06/2019,Cat,Spayed Female,4 months,Domestic Shorthair,Brown Tabby,0.0
A813952,,02/21/2020 02:23:00 PM,02/21/2020 02:23:00 PM,Austin (TX),Owner Surrender,Normal,Cat,Intact Male,4 months,Domestic Shorthair,Brown Tabby,,02/24/2020 04:22:00 PM,02/24/2020 04:22:00 PM,10/06/2019,Cat,Neutered Male,4 months,Domestic Shorthair,Brown Tabby,0.0
A813951,Athena,02/21/2020 02:12:00 PM,02/21/2020 02:12:00 PM,3411 Andtree Boulevard in Travis (TX),Public Assist,Sick,Cat,Intact Female,4 months,Abyssinian Mix,Red Tick,Athena,02/25/2020 12:07:00 PM,02/25/2020 12:07:00 PM,10/21/2019,Cat,Intact Female,4 months,Abyssinian Mix,Red Tick,0.0
